SampleId,Taxonomist,Study,Site,SampleDate,Year,JulianDay,Name,Basin,KywId,KywName,EcoregionNumber,Ecoregion,Province,EnvirodatId,Description,Device,SampleNumber,SampleStatus,Latitude,Longitude,GPSDatum,Altitude,StreamOrder,DistanceFromSource,DrainageArea,SubSample,TotalSample,Ameletidae,Ametropodidae,Aturidae,Baetidae,Baetiscidae,Brachycentridae,Capniidae,Ceratopogonidae,Chironomidae,Chloroperlidae,Edwardsiidae,Elmidae,Empididae,Enchytraeidae,Ephemerellidae,Ephemeridae,Feltriidae,Glossosomatidae,Heptageniidae,Hydrophilidae,Hydropsychidae,Hydroptilidae,Hydrozetidae,Hydryphantidae,Hygrobatidae,Lebertiidae,Lepidostomatidae,Leptoceridae,Leptohyphidae,Leptophlebiidae,Limnephilidae,Lumbriculidae,Naididae,Nemouridae,Oreoleptidae,Peltoperlidae,Perlidae,Perlodidae,Phryganeidae,Pionidae,Planorbidae,Poduridae,Polycentropodidae,Psychodidae,Sialidae,Simuliidae,Sperchontidae,Taeniopterygidae,Tipulidae,Torrenticolidae,Valvatidae,
19035,Heather McDermott,CABIN Training Module,JR12212,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd before Reserve; roughly 15 km downstream from the town of Hope.  Site map available in paper file.,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
19036,Heather McDermott,CABIN Training Module,JR12213,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"Site is located at Elk Falls Provincial Park, upstream of confluence with Campbell River. Access is from campsite #2.  Site map available is paper file.",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
19075,Heather McDermott,CABIN Training Module,JS10011,30/09/2008 12:00:00 AM,2008,274,Coldwater Rver,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Highway; Access via Kingsvale bridge ~ 50m upstream,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
19077,Heather McDermott,CABIN Training Module,JS10012,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd. before reserve; downstream of the town of Hope.,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
19078,Heather McDermott,CABIN Training Module,JS10013,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; upstream of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,4,100,,,75,200,,,,,3000,,,,275,,,,,350,450,,475,25,,50,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18475,Heather McDermott,CABIN Training Module,JS11111,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwatter River,08L04,Thompson,209,Thompson-Okanagan Plateau,Alberta,,North of Coquihalla Hwy; access via. kingsvale bridge N 50m uls ,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18479,Heather McDermott,CABIN Training Module,JS11112,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,Alberta,,access via. Bulgur Rd. before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18480,Heather McDermott,CABIN Training Module,JS11113,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,Alberta,,at Elk Falls Provincial Park; uls of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18453,Heather McDermott,CABIN Training Module,JT05241,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale bridge ~50m upstream,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18454,Heather McDermott,CABIN Training Module,JT05242,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgur Rd reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18455,Heather McDermott,CABIN Training Module,JT05243,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,Elk Falls Provincial Park; upstream of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
19094,Heather McDermott,CABIN Training Module,JT09091,30/09/2008 12:00:00 AM,2008,274,coldwater river,coldwater river,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"Surrounding land use: Forest, field/pasture, agriculture. Access is a gravel road. Shallow stream.",Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,17,100,,,,100,,58.82,,,370.54,70.58,,,,,11.76,,,,64.7,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
19096,Heather McDermott,CABIN Training Module,JT09092,29/09/2008 12:00:00 AM,2008,273,Fraser river,Fraser River Basin,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Surrounding land: Forested area near field/pasture and also near residential/urban area. Good riparian zone next to field pasture, the kick are is in a littoral zone upstream from a boat launch. A note that a fence is located between the field/pasture and the stream.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
19098,Heather McDermott,CABIN Training Module,JT09093,28/09/2008 12:00:00 AM,2008,272,Quimsam River,Quimsam River bassin,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"The surrounding land use is a forested area near logging and mining activity, there is also a residential/urban area close by. The location is next to a camp site located withing a provincial park. Good riparian zone.",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,50,,,,,,25,,,,,,300,675,,100,75,,
16907,Heather McDermott,CABIN Training Module,KC10081,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Hwy, access via Kinsvale, bridge ~50 m  upstream.",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,370.54,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
16908,Heather McDermott,CABIN Training Module,KC10082,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulger Rd before reserve, downstream of the town of Hope.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
16911,Heather McDermott,CABIN Training Module,KC10083,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial park; upstream of confluence with Campbell River, access @ campsite #2.",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18661,Heather McDermott,CABIN Training Module,KC12141,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale bridge ~50 m US,Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.38,70.59,,,,,394.11,,,,182.36,,288.24,,,,,,64.71,,,58.82,,,82.35,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18662,Heather McDermott,CABIN Training Module,KC12142,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgar Rd before reserve; DS of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.7,,,,,,,,,,2.17,,,,,,,,,
18782,Heather McDermott,CABIN Training Module,KC12143,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"Elk Fall Provincial Park, US of confluence with Campbell River. Access from campsite #2",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18743,Heather McDermott,CABIN Training Module,KF06181,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale Bridge; sample area ~50m upstream of bridge.  Pasture land downstream.,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.42,70.59,,,,,394.11,,,,182.36,,288.24,,,,,,64.71,,,58.82,,,82.35,,,,,35.29,,,,,,11.76,,,,,23.53,,,
18770,Heather McDermott,CABIN Training Module,KF06182,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgur Rd. before reserve; downstream of Hope, B.C.  Water was murky.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.7,,,,,154.34,,,,8.7,,230.43,,,15.22,160.87,,2.17,,,,,,19.57,,8.7,2.17,,,58.7,,,,,,,,,,2.17,,,,,,,,,
18774,Heather McDermott,CABIN Training Module,KF06183,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; upstream of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18711,Heather McDermott,CABIN Training Module,KK01041,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale bridge ~50m u/s,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18716,Heather McDermott,CABIN Training Module,KK01042,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd. before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18717,Heather McDermott,CABIN Training Module,KK01043,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,@Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
16867,Heather McDermott,CABIN Training Module,KL08312,29/09/2008 12:00:00 AM,2008,273,fraser river,fraser river,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"access via bulgur rd. before reserve, d/s of the town of hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,208.65,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,4.34,,,,,,,,,,2.17,,,,,,,,,
16868,Heather McDermott,CABIN Training Module,KL08313,28/09/2008 12:00:00 AM,2008,272,quinsam river,quinsam river,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"@ elk falls provincial park; u/s of confluence with campbell river, access @ campsite #2",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,5400,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,,25,50,,,,,25,,,,,,300,675,,100,25,,
16866,Heather McDermott,CABIN Training Module,KL09301,30/09/2008 12:00:00 AM,2008,274,coldwater river,coldwater river,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"north of coquihalla hwy, access via kingsvale, bridge approx 50 m u/s",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,511.71,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18695,Heather McDermott,CABIN Training Module,KM01051,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale bridge ~50m u/s,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18696,Heather McDermott,CABIN Training Module,KM01052,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgur Rd before reserve; d/s of the town of Hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18766,Heather McDermott,CABIN Training Module,KM01053,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18655,Heather McDermott,CABIN Training Module,KM03021,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"kicknet area above bridge. coldwater road perpendicular to the river. Across the bridge downstream  to the right has an open area for parking and has rip rap for bank stabilization. across from the rip rap is a pasture. north of coquihalla highway,accessed via kngsvale bridge",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,99.9,,58.82,,,428.58,70.56,,,,,394.02,,,,182.16,,288.18,,,,,,64.62,,,58.68,,,82.26,,,,,35.28,,,,,,11.7,,,,,23.4,,,
18658,Heather McDermott,CABIN Training Module,KM03022,29/09/2011 12:00:00 AM,2011,272,Fraser river,Fraser river,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via bulgur rd. down stream of the town of hope. kick area is up stream of the boat launch. parked by boat launch. there is a pasture be-hide the riparianzone . the kick was done on the right side of the river facing up stream. the left side of the river has limited access. there is good riparianzone on each side. murky and silty water,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18659,Heather McDermott,CABIN Training Module,KM03023,28/09/2008 12:00:00 AM,2008,272,Quinsam Rivwe,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"Elk Falls Provincial park. upstream from highway and kick net area beside campsite #2. some residential development but there is a good riparian zone.sampled in shallow area, deep thalweg to left looking upstream  ",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18763,Heather McDermott,CABIN Training Module,km07061,30/09/2008 12:00:00 AM,2008,274,Coldwater river,Coldwater river,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,Test Site,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18768,Heather McDermott,CABIN Training Module,km07062,29/09/2008 12:00:00 AM,2008,273,fraser river,fraser river,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Test Site,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,117.37,,,,,,,,,,2.17,,,,,,,,,
18769,Heather McDermott,CABIN Training Module,km07063,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,Test Site,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18520,Heather McDermott,CABIN Training Module,KM07121,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via kings vale bridge approx. 50 up stream,Kick Net,1,Test,49.9050000,-120.9455556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18524,Heather McDermott,CABIN Training Module,KM07122,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,access via Bulgur Rd before reserve; downstream of the town of hope,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18525,Heather McDermott,CABIN Training Module,KM07123,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park; upstream of confluence with Campbell River, access from campsite #2",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
17483,Heather McDermott,CABIN Training Module,KM1221,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla Highway, access via Kingsvale. Bridge 50m upstream",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
17487,Heather McDermott,CABIN Training Module,KM1222,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via the bulgur road before reserve, d/s of the town of Hope. ",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
17489,Heather McDermott,CABIN Training Module,KM1223,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial PArk, upstream of Confluence with Campbell River. Access at campsite #2",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18772,Heather McDermott,CABIN Training Module,KP03021,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,North of Coquihalla Hwy; access via Kingsvale Bridge ~50m u/s.,Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.42,70.59,,,,,394.11,,,,182.36,,288.24,,,,,,64.71,,,58.82,,,82.35,,,,,35.29,,,,,,11.76,,,,,23.53,,,
18773,Heather McDermott,CABIN Training Module,KP03022,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,Access via Bulgar Rd. before reserve; d/s of the town of Hope.,Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.7,,,,,154.34,,,,8.7,,230.43,,,15.22,160.87,,2.17,,,,,,19.57,,8.7,2.17,,,58.7,,,,,,,,,,2.17,,,,,,,,,
18775,Heather McDermott,CABIN Training Module,KP03023,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,At Elk Falls Provincial Park; u/s of confluence with Campbell River; access from campsite #2,Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
16945,Heather McDermott,CABIN Training Module,KR04191,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,Nova Scotia,,"North of Coquihalla Hwy, access via Kingsvale, bridge ~50m u/s",Kick Net,1,Test,49.9051111,-120.9155000,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.35,,,,,35.29,,,,,,11.76,,,,,23.52,,,
16961,Heather McDermott,CABIN Training Module,KR04192,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"access via Bulgur Rd before reserve, d/s of the town of Hope",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
16967,Heather McDermott,CABIN Training Module,KR04193,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park, u/s of confluence with Campbell River, access at campsite #2",Kick Net,1,Test,50.0365306,-125.2948889,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
18644,Heather McDermott,CABIN Training Module,KR09021,30/09/2008 12:00:00 AM,2008,274,Coldwater River,Coldwater River,08L04,Thompson,209,Thompson-Okanagan Plateau,British Columbia,,"North of Coquihalla hwy, access via Kingsvale bridge ~50m upstream.",Kick Net,1,Test,49.9050000,-120.9155556,nad83,2716,3,,,17,100,,,,100,,58.82,,,429.36,70.58,,,,,394.11,,,,182.34,,288.23,,,,,,64.7,,,58.82,,,82.34,,,,,35.29,,,,,,11.76,,,,,23.52,,,
18669,Heather McDermott,CABIN Training Module,KR09022,29/09/2008 12:00:00 AM,2008,273,Fraser River,Fraser River,08M01,Lower Fraser,192,Pacific Ranges,British Columbia,,"Access via Bulgar Rd before reserve, downstream of the town of Hope.",Kick Net,1,Test,49.3475000,-121.6055556,nad83,25,8,,,46,100,13.04,,,8.69,,,,,154.31,,,,8.69,,230.43,,,15.21,160.86,,2.17,,,,,,19.56,,8.69,2.17,,,58.68,,,,,,,,,,2.17,,,,,,,,,
18677,Heather McDermott,CABIN Training Module,KR09023,28/09/2008 12:00:00 AM,2008,272,Quinsam River,Quinsam River,08H07,East Central Vancouver Island,194,Eastern Vancouver Island,British Columbia,,"At Elk Falls Provincial Park, upstream of confluence with Campbell River, access from campsite #2.",Kick Net,1,Test,50.0366667,-125.2950000,nad83,16,3,,,4,100,,,75,200,,,,,3050,,,,275,,,,,350,450,,475,25,,25,,225,,,,,,,2350,25,,,,,,25,,,,,,300,675,,100,75,,
